station_code,station_name,city,state,zone,latitude,longitude,active
GUH,GULDHAR,Ghaziabad,Uttar Pradesh,NR,28.703751999999998,77.455792,true
GUL,GUJJANGIVALASA,GUJJANGIVALASA,Unknown,Unknown,18.230678746400002,83.5108882898,true
GUNA,GUNA,GUNA,Unknown,Unknown,24.6405,77.314104,true
GUR,GANAGAPUR ROAD,GANAGAPUR ROAD,Unknown,Unknown,17.340443,76.5903,true
GUS,GHUMASAN,State Highway 41,Gujarat,WR,23.378698999999997,72.449853,true
GUSB,GHUMASAN BG,GHUMASAN BG,Unknown,Unknown,23.378259,72.449413,true
GUU,GUNDRATIMADUGU,Mahbuababad-Badrachalam Rd,Andhra Pradesh,SCR,17.532281,80.079953,true
GUZ,GUMANI HAT,GUMANI HAT,Unknown,Unknown,26.4746809229,89.2398742694,true
GVB,GUNERU BAMORI,GUNERU BAMORI,Unknown,Unknown,24.4617725676,78.0625395081,true
GVD,GHOLVAD,Gholvad,Maharashtra,WR,20.08688,72.73799100000001,true
GVG,GOVINDGARH,GOVINDGARH,Unknown,Unknown,30.6694834261,76.2970739075,true
GVI,GARIVIDI,GARIVIDI,Unknown,Unknown,18.2732681907,83.5308410095,true
GVN,GODAVARI,GODAVARI,Unknown,Unknown,17.007707,81.77083,true
GW,GIRWAR,GIRWAR,Unknown,Unknown,23.838185999999997,78.936311,true
GWD,GADWAL,GADWAL,Unknown,Unknown,16.22509,77.80967199999999,true
GWL,GWALIOR JN,GWALIOR JN,Unknown,Unknown,26.216483,78.18229199999999,true
GWM,GANNAVARAM,GANNAVARAM,Unknown,Unknown,16.555839,80.795715,true
GWYR,Greenways Road,Chennai,Tamil Nadu,SR,13.0202759,80.25171539,true
GY,GOOTY JN,GOOTY JN,Unknown,Unknown,15.149208,77.625823,true
GYM,GUDIYATTAM,GUDIYATTAM,Unknown,Unknown,12.937470999999999,78.916157,true
GYN,GYANPUR ROAD,Bhadohi District,Uttar Pradesh,NER,25.280144010999997,82.4272883557,true
GZB,GHAZIABAD,GHAZIABAD,Unknown,Unknown,28.649702,77.431099,true
GZH,GULZARBAGH,GULZARBAGH,Unknown,Unknown,25.597542,85.205232,true
GZM,GOUR MALDA,GOUR MALDA,Unknown,Unknown,24.947944439999997,88.11078197,true
GZN,NEW GHAZIABAD,Ghaziabad,Uttar Pradesh,NR,28.674404,77.43800800000001,true
GZS,GIANI ZAIL SINGH SANDHWAN,Distt Faridkot,Punjab,NR,30.613851,74.801905,true
GZT,GHAZIPUR GHAT,Ghazipur,Uttar Pradesh,NER,25.600279999999998,83.60480199999999,true
HAA,HARWADA,Kochi - Panavel Rd,Karnataka,KR,14.740761999999998,74.259657,true
HAD,HARIPPAD,Haripad 0479-2412714,Kerala,SR,9.279602,76.46222900000001,true
HAN,HINDAUN CITY,Karauli,Rajasthan,WCR,26.756164000000002,77.03168600000001,true
HAPA,HAPA,Jamnagar,Gujarat,WR,22.468974,70.11814,true
HAR,Hamirpur Road,Hamirpur,Uttar Pradesh,NCR,26.016513,80.190689,true
HAT,HATHURAN,HATHURAN,Unknown,Unknown,21.501091000000002,72.969512,true
HATB,HATIBARI,HATIBARI,Unknown,Unknown,21.309386,84.11793899999999,true
HATI,HATI,MDR 11,Madhya Pradesh,WCR,24.68924,80.843299,true
HAUR,HAUR,HAUR,Unknown,Unknown,22.365254,87.655069,true
HBD,HOSHANGABAD,HOSHANGABAD,Unknown,Unknown,22.75274,77.715594,true
HBG,HOWBAGH JABALPUR,Jabalpur,Madhya Pradesh,WCR,23.156295999999998,79.932199,true
HBJ,HABIBGANJ,HABIBGANJ,Unknown,Unknown,23.221979,77.43942899999999,true
HBL,HOMBAL,Belavaniki,Karnataka,SWR,15.520135999999999,75.576122,true
HBP,HARPAR BOCHAHA,Pagra Rd,Bihar,ECR,25.6034373373,85.75716073,true
HBS,HEBSUR,Hebsur,Karnataka,SWR,15.42206,75.283878,true
HBW,HABIBWALA,HABIBWALA,Unknown,Unknown,29.349034,78.47897300000001,true
HC,HINDU COLLEGE,HINDU COLLEGE,Unknown,Unknown,13.118538,80.074903,true
HCAB,BMY H CABIN,BMY H CABIN,Unknown,Unknown,21.220990999999998,81.46489100000001,true
HCM,HARISHCHANDRAPURAM,HARISHCHANDRAPURAM,Unknown,Unknown,18.4790934357,84.1214378076,true
HCNR,Harichandanpur,Rd,Orissa,ECoR,21.328476000000002,85.795395,true
HCP,HARCHANDPUR,HARCHANDPUR,Unknown,Unknown,26.34316,81.160841,true
HCR,HARISCHANDRPUR,HARISCHANDRPUR,Unknown,Unknown,25.403999000000002,87.867051,true
HD,HARDA,Harda,Madhya Pradesh,WCR,22.338414,77.10084,true
HDA,HIRNODA,HIRNODA,Unknown,Unknown,26.885336000000002,75.327459,true
HDE,HARDAS BIGHA,HARDAS BIGHA,Unknown,Unknown,25.496924,85.3276678,true
HDK,HANDIA KHAS,Handia,Uttar Pradesh,NER,25.357472,82.18941,true
HDL,HODAL,HODAL,Unknown,Unknown,27.886147,77.38869,true
HDN,HAIDARNAGAR,HAIDARNAGAR,Unknown,Unknown,24.498081,83.951049,true
HDP,HADAPSAR,HADAPSAR,Unknown,Unknown,18.526887000000002,73.927844,true
HDS,HARIDASPUR,HARIDASPUR,Unknown,Unknown,20.725882000000002,86.116431,true
HDT,HARDATTPUR,National Highway 2,Uttar Pradesh,NER,25.276911474,82.9075993964,true
HDW,HALDWANI,Haldwani,Uttarakhand,NER,29.215097,79.533732,true
HEB,HEBBAL,HEBBAL,Unknown,Unknown,13.042299,77.58606,true
HEI,HEGGERE HALT,Heggere,Karnataka,SWR,13.341342,77.048296,true
HET,HETAMPUR,HETAMPUR,Unknown,Unknown,26.611148,77.942969,true
HFZ,HAFIZPETA,HAFIZPETA,Unknown,Unknown,17.482275,78.36265499999999,true
HG,HOTGI,HOTGI,Unknown,Unknown,17.565668000000002,75.989943,true
HGH,HAIDERGARH,HAIDERGARH,Unknown,Unknown,26.621533,81.363162,true
HGR,HEMAGIRI,HEMAGIRI,Unknown,Unknown,21.876503999999997,83.742815,true
HGT,HINGANGHAT,HINGANGHAT,Unknown,Unknown,20.542631,78.83392500000001,true
HGY,HOOGHLY,HOOGHLY,Unknown,Unknown,22.904835,88.375632,true
HHD,HUNSIHADGIL,HUNSIHADGIL,Unknown,Unknown,17.352906,76.646807,true
HHL,HIREHALI,NH 4,Karnataka,SWR,13.2815759392,77.1887639459,true
HIH,HAJIGARH,HAJIGARH,Unknown,Unknown,23.007032,88.121403,true
HIJ,HIJILLI,HIJILLI,Unknown,Unknown,22.319921,87.32016899999999,true
HIP,HALDIPADA,HALDIPADA,Unknown,Unknown,21.571438999999998,86.996648,true
HIR,HARINAGAR,Ramnagar,Bihar,ECR,27.156647,84.324507,true
HJI,HOJAI,Hojai Rd. Ph:- 03674-252136.,Assam,NFR,26.001794,92.851752,true
HJN,HOWRAH JN. CABIN,HOWRAH JN. CABIN,Unknown,Unknown,22.583533,88.342811,true
HJP,HAJIPUR JN,HAJIPUR JN,Unknown,Unknown,25.702909000000002,85.2155,true
HKG,HIRAKUD,HIRAKUD,Unknown,Unknown,21.479827,83.905097,true
HKH,Haranya Kheri,National Highway 3,Madhya Pradesh,WR,22.583661,75.776745,true
HKP,HAKIMPUR,HAKIMPUR,Unknown,Unknown,28.8794821589,78.65886363950001,true
HLAR,HOLE ALUR,Badami Rd,Karnataka,SWR,15.81959,75.64646099999999,true
HLB,HADALA BHAL,Limbadi to Hadala Rd,Gujarat,WR,22.487223,72.13179600000001,true
HLDD,HALDI ROAD,NH 87,Uttarakhand,NER,29.039597,79.45967900000001,true
HLK,HOLALKERE,National Highway 13,Karnataka,SWR,14.038157957300001,76.1300544724,true
HLKT,HALAKATTA,HALAKATTA,Unknown,Unknown,17.0207708951,76.99057254760001,true
HM,HADMATIYA JN,State Highway 98,Gujarat,WR,22.4279053359,70.47043762019999,true
HMA,HUMMA,HUMMA,Unknown,Unknown,19.443283,85.07588799999999,true
HMQ,HIMMATPURA,Tohana,Haryana,NR,29.750497,75.860597,true
HMR,HAMIRA,HAMIRA,Unknown,Unknown,31.45628,75.432702,true
HMRR,HAMARAPUR,Raigad,Maharashtra,CR,18.81964,73.086161,true
HMZ,HIND MOTOR,HIND MOTOR,Unknown,Unknown,22.683736,88.341605,true
HN,HATHBANDH,HATHBANDH,Unknown,Unknown,21.632219,81.846233,true
HNA,HONNAVAR,Honavar,Karnataka,KR,14.316931,74.433196,true
HNC,HINDAN CABIN,HINDAN CABIN,Unknown,Unknown,29.940002,77.597212,true
HND,HINDOL ROAD,HINDOL ROAD,Unknown,Unknown,20.768563,85.424456,true
HNDR,HENDEGIR,HENDEGIR,Unknown,Unknown,23.697803,85.169817,true
HNG,HIRANGAON,HIRANGAON,Unknown,Unknown,27.175703000000002,78.31461900000001,true
HNH,HANUMANAHALLI,Hiretogaleri,Karnataka,SWR,14.3589476214,75.9987814502,true
HNM,HINAUTARAMBAN,Satna,Madhya Pradesh,WCR,24.575192,80.94306200000001,true
HNMN,HANUMAN STATION,HANUMAN STATION,Unknown,Unknown,15.1495189968,77.37687315369999,true
HNN,HARANA KALAN,HARANA KALAN,Unknown,Unknown,28.945425,77.039135,true
HNPA,HANDAPA,HANDAPA,Unknown,Unknown,20.943324,84.684665,true
HNSL,HASLANG P.H.,HASLANG P.H.,Unknown,Unknown,23.091614317500003,86.0119228906,true
HNU,HANSPURA,HANSPURA,Unknown,Unknown,24.1312068327,75.64670478090001,true
HOH,HONAGANAHALLI,National Highway 218,Karnataka,SWR,16.679401000000002,75.732815,true
HOJ,HAMITONGANJ,Hamiltonganj,West Bengal,NFR,26.688907,89.416841,true
HOL,HOL,HOL,Unknown,Unknown,21.198376,74.784857,true
HP,HARIPUR,Pali,Rajasthan,NWR,26.012397,74.024928,true
HPG,HUPPUGUDA,HUPPUGUDA,Unknown,Unknown,17.34071,78.48196499999999,true
HPGM,HARIPUR GRAM,HARIPUR GRAM,Unknown,Unknown,20.133571999999997,85.707856,true
HPH,HANUMAPURA,HANUMAPURA,Unknown,Unknown,15.9712913703,77.30620283569999,true
HPO,HASANPUR ROAD,HASANPUR ROAD,Unknown,Unknown,25.714772,86.18537099999999,true
HPR,HIRAPUR,HIRAPUR,Unknown,Unknown,20.424540226700003,74.9366600031,true
HPU,HAPUR,HAPUR,Unknown,Unknown,28.739613,77.77957599999999,true
HQR,HIRENANDURU,HIRENANDURU,Unknown,Unknown,17.258215,76.872212,true
HRB,HARRI,HARRI,Unknown,Unknown,22.82794,81.882604,true
HRBR,HARUBERA,HARUBERA,Unknown,Unknown,23.4999492658,85.76022876969999,true
HRE,HIRODIH,HIRODIH,Unknown,Unknown,24.38304,85.596658,true
HRH,HARTHALA,HARTHALA,Unknown,Unknown,28.8719872056,78.73559542849999,true
HRI,HARDOI,HARDOI,Unknown,Unknown,27.399414,80.147877,true
HRM,Hadmadiya,Junagadh,Gujarat,WR,20.934947,70.841154,true
HRN,HARAUNI,HARAUNI,Unknown,Unknown,26.70651,80.74800300000001,true
HRNG,HARPUR NAG HALT,National Highway 28,Bihar,ECR,26.386419,85.07713600000001,true
HRNR,HIRA NAGAR,Hiranagar,Jammu and Kashmir,NR,32.487007000000006,75.268733,true
HRPG,HARPALGANJ,HARPALGANJ,Unknown,Unknown,25.947582999999998,82.405421,true
HRR,HARIHAR,Harihar,Karnataka,SWR,14.515431,75.812314,true
HRS,HATHRAS JN,HATHRAS JN,Unknown,Unknown,27.62483,78.13706699999999,true
HRW,HARRAWALA,Dehradun,Uttarakhand,NR,30.260892,78.097705,true
HSA,HASIMARA,Hasimara,West Bengal,NFR,26.72689,89.347661,true
HSD,HOSDURGA ROAD,Nilagiri Rd,Karnataka,SWR,13.8632737545,76.1332331232,true
HSI,HARSAULI,Harsoli,Rajasthan,NWR,27.864848000000002,76.615189,true
HSK,HARISHANKER RD,HARISHANKER RD,Unknown,Unknown,20.6267890734,82.7660362524,true
HSL,HISVAHAL,HISVAHAL,Unknown,Unknown,20.283239000000002,74.57099,true
HSM,HAUSNAGAR,HAUSNAGAR,Unknown,Unknown,24.646721000000003,87.94988,true
HSP,HASANPARTHI RD,HASANPARTHI RD,Unknown,Unknown,18.078262,79.50184999999999,true
HSR,Hisar,Hisar,Haryana,NWR,29.152341,75.724305,true
HTCY,HITECH CITY,HITECH CITY,Unknown,Unknown,17.4694,78.38486099999999,true
HTE,HATIA,HATIA,Unknown,Unknown,23.311612999999998,85.308218,true
HTK,HATKANAGALE,Hatkanangale,Maharashtra,CR,16.748424,74.42206700000001,true
HTN,HATNA PUR,HATNA PUR,Unknown,Unknown,21.761852,78.334344,true
HTZ,HATHIDAH JN,HATHIDAH JN,Unknown,Unknown,25.367027,85.987826,true
HTZU,HATHIDAH UPPER,HATHIDAH UPPER,Unknown,Unknown,25.351823,85.987422,true
HUK,HOLAMBI KALAN,HOLAMBI KALAN,Unknown,Unknown,28.801187,77.102334,true
HUP,HINDUPUR,HINDUPUR,Unknown,Unknown,13.819144000000001,77.500362,true
HVL,HONNAVALLI ROAD,National Highway 206,Karnataka,SWR,13.2744988982,76.39004938960001,true
HVM,HAMSAVARAM,HAMSAVARAM,Unknown,Unknown,17.309946999999998,82.484867,true
HVR,HAVERI,Haveri,Karnataka,SWR,14.7943,75.410686,true
HW,HARIDWAR JN,Haridwar,Uttarakhand,NR,29.947787,78.15489899999999,true
HWH,HOWRAH JN,HOWRAH JN,Unknown,Unknown,22.5837,88.3425,true
HWHG,HOWRAH GOODS,HOWRAH GOODS,Unknown,Unknown,22.5900953465,88.33468799799999,true
HWR,HATWAR,HATWAR,Unknown,Unknown,26.044989,87.89303199999999,true
HWT,HANWANT,Basni,Rajasthan,NWR,26.059514,73.005205,true
HWX,HABAIPUR,Station Rd,Assam,NFR,25.871926,92.98586300000001,true
HXR,HANSAPORE,HANSAPORE,Unknown,Unknown,20.906867,72.925984,true
HYG,HOOGHLY GHAT,HOOGHLY GHAT,Unknown,Unknown,22.5572086,88.3319472,true
HZD,HAZARIBAGH ROAD,HAZARIBAGH ROAD,Unknown,Unknown,24.174583,85.892035,true
IB,IB,IB,Unknown,Unknown,21.815777,83.94878100000001,true
IBL,INDRABIL,Purulia District,West Bengal,SER,23.445293999999997,86.78164699999999,true
ICG,ICHCHANGADU,ICHCHANGADU,Unknown,Unknown,11.371003803499999,79.2197551199,true
ICL,Ichauli,Maudaha,Uttar Pradesh,NCR,25.520955,80.178833,true
IDG,INDARGARH,INDARGARH,Unknown,Unknown,25.727874,76.232938,true
IDGJ,IRADATGANJ,Allahabad,Uttar Pradesh,NCR,25.317889,81.81928099999999,true
IDH,IDGAH AGRA JN,IDGAH AGRA JN,Unknown,Unknown,27.17265,77.997807,true
IDJ,IDALHOND,Garlgunj - Idalhond Rd,Karnataka,SWR,15.7079285213,74.51814539669999,true
IDR,INDI ROAD,Bijapur,Karnataka,SWR,17.211288999999997,75.919616,true
IGL,IRINGAL,Kochi - Panavel Rd,Kerala,SR,11.548117000000001,75.608869,true
IGP,IGATPURI,IGATPURI,Unknown,Unknown,19.694053,73.56237899999999,true
IGR,INGUR,INGUR,Unknown,Unknown,11.22501,77.587299,true
IGTA,Ingohta,National Highway 86,Uttar Pradesh,NCR,25.758384,80.126678,true
IGU,IRUGUR,IRUGUR,Unknown,Unknown,11.017199,77.06913399999999,true
IHP,INCHHAPURI,Gurgaon,Haryana,NR,28.319499,76.7189807,true
IJK,IRINJALAKUDA,IRINJALAKUDA,Unknown,Unknown,10.339456,76.280924,true
IKI,ITKYALA,ITKYALA,Unknown,Unknown,16.074589,77.852531,true
IKK,IKKAR,Haridwar,Uttarakhand,NR,29.891989,78.099997,true
ILO,ILLOO,ILLOO,Unknown,Unknown,23.291632860900002,85.8587351117,true
IMGE,ISMAILPUR,ISMAILPUR,Unknown,Unknown,24.815523000000002,84.723433,true
IMLI,IMLI,IMLI,Unknown,Unknown,25.555629,86.302557,true
IMR,IBRAHIMPUR,Bijapur,Karnataka,SWR,16.802926,75.719362,true
INCI,ISHAN CHANDI HALT,ISHAN CHANDI HALT,Unknown,Unknown,23.3336497763,87.7396679724,true
INDM,Indore Junction MG,Indore,Madhya Pradesh,WR,22.717139,75.868072,true
INJ,INNANJE,INNANJE,Unknown,Unknown,13.2555864292,74.7612195679,true
INK,INTAKANNE,Intikanne Station,Andhra Pradesh,SCR,17.727522,79.860507,true
INP,INDAPUR,Indapur,Maharashtra,KR,18.297688,73.24465000000001,true
IP,ICHHAPUR,ICHHAPUR,Unknown,Unknown,22.799819,88.37342,true
IPL,EDAPPALLY,EDAPPALLY,Unknown,Unknown,10.034338,76.298271,true
IPM,ICHCHPURAM,ICHCHPURAM,Unknown,Unknown,19.110752,84.680427,true
IPPM,IPURUPALEM,IPURUPALEM,Unknown,Unknown,15.851913000000001,80.38512200000001,true
IPPN,IPURUPALEM HALT,IPURUPALEM HALT,Unknown,Unknown,15.852303000000001,80.385512,true
IQB,IQBALPUR,IQBALPUR,Unknown,Unknown,29.875114,77.803799,true
IQG,IQBAL GADH,Banaskantha,Gujarat,NWR,24.3460328561,72.5337815405,true
IRP,IRAVIPURAM,IRAVIPURAM,Unknown,Unknown,8.866947999999999,76.623059,true
ISA,ISARDA,ISARDA,Unknown,Unknown,26.170515,76.030637,true
ISH,ISARWARA,ISARWARA,Unknown,Unknown,23.927214,78.548987,true
ISM,ISMAILA HARYANA,National Highway 10,Haryana,NR,28.796977000000002,76.74656300000001,true
ITA,ITOLA,ITOLA,Unknown,Unknown,22.149889,73.156746,true
ITMA,ITARSI MARSHALING YARD,ITARSI MARSHALING YARD,Unknown,Unknown,22.6063459486,77.75944219360001,true
ITR,ITWARI,ITWARI,Unknown,Unknown,21.157819,79.11923700000001,true
IVL,ILAVELANGAL,Ottanatham - Maniyachi Rd,Tamil Nadu,SR,8.937878,77.87235,true
JAA,JHALIDA,JHALIDA,Unknown,Unknown,23.370005,85.97528199999999,true
JAB,YAMUNA BRIDGE AGRA,YAMUNA BRIDGE AGRA,Unknown,Unknown,27.191512,78.03812699999999,true
JAC,JALSU,JALSU,Unknown,Unknown,26.844883,74.194547,true
JACN,JALSU NANAK,JALSU NANAK,Unknown,Unknown,26.868694,74.250429,true
JAIS,JAIS,JAIS,Unknown,Unknown,26.262162,81.51914,true
JAJ,JHAJHA,JHAJHA,Unknown,Unknown,24.779456,86.399854,true
JAK,Jakanur,Badami Rd,Karnataka,SWR,15.845019,75.650291,true
JAL,JAWALI,Rania,Rajasthan,NWR,25.462722,73.39687099999999,true
JALD,JALIYA DEVANI,Ranuja Village Rd,Gujarat,WR,22.420182999999998,70.399597,true
JAM,JAMNAGAR,Jamnagar,Gujarat,WR,22.493992,70.053879,true
JAQ,JANDRAPETA,JANDRAPETA,Unknown,Unknown,15.809517,80.333681,true
JAT,JAMMU TAWI,Jammu Cantt,Jammu and Kashmir,NR,32.706975,74.880117,true
JAU,JHAUA,JHAUA,Unknown,Unknown,25.613217456300003,87.775042724,true
JBB,Jambur,Jambur,Gujarat,WR,21.032797000000002,70.593046,true
JBP,JABALPUR,Jabalpur,Madhya Pradesh,WCR,23.164636,79.950919,true
JBR,JAHANGIRABAD ROAD,JAHANGIRABAD ROAD,Unknown,Unknown,26.973936860000002,81.2472830347,true
JCH,JETHA CHANDAN,Chandan,Rajasthan,NWR,26.999949,71.308307,true
JCL,JADCHERLA,JADCHERLA,Unknown,Unknown,16.752658,78.141972,true
JCNR,JUCHANDRA,NH 8,Maharashtra,CR,19.35986171,72.87245142,true
JCU,JAICHOLI,SH 1,Rajasthan,WCR,27.131193,77.397778,true
JDA,JASODA,JASODA,Unknown,Unknown,27.08393,79.820294,true
JDDA,JATHA,JATHA,Unknown,Unknown,22.0159803866,82.875333703,true
JDI,JHARRADIH,JHARRADIH,Unknown,Unknown,21.999876,83.050747,true
JDN,JAGUDAN,Mehsana,Gujarat,WR,23.521841,72.40164899999999,true
JDNM,JAGUDAN,JAGUDAN,Unknown,Unknown,23.521871,72.401679,true
JDPR,Jagdishpur,Giridih,Jharkhand,?,24.273108999999998,86.52550400000001,true
JDR,JIWDHARA,Jiwdhara,Bihar,ECR,26.581722,84.906874,true
JDW,JARAUDA NARA,MuzaffarNagar,Uttar Pradesh,NR,29.42673,77.705438,true
JEN,JENAPUR,JENAPUR,Unknown,Unknown,20.850842,86.06508,true
JEP,JEONATHPUR,JEONATHPUR,Unknown,Unknown,25.2313981241,83.0618954504,true
JER,JALESWAR,JALESWAR,Unknown,Unknown,21.79749,87.22049100000001,true
JERD,JENAPUR PH,JENAPUR PH,Unknown,Unknown,20.018615,85.786976,true
JET,JAMES STREET,JAMES STREET,Unknown,Unknown,17.433133,78.486911,true
JEUR,JEUR,JEUR,Unknown,Unknown,18.260933,75.16247100000001,true
JFG,JAFARGANJ,JAFARGANJ,Unknown,Unknown,26.360277060599998,82.5823193939,true
JGDL,JAGADAL,JAGADAL,Unknown,Unknown,22.850814,88.39459599999999,true
JGE,JAGANNATH TEMPLE GATE,Mahe,Kerala,SR,11.737975,75.507837,true
JGG,JANGIGANJ,Allahabad,Uttar Pradesh,NER,25.3053173094,82.35067155089999,true
JGJ,JAGESHARGANJ,JAGESHARGANJ,Unknown,Unknown,26.0276401405,81.92886622500001,true
JGJN,JUGIJAN,National Highway 36,Assam,NFR,26.028001,92.81771,true
JGM,JHARGRAM,JHARGRAM,Unknown,Unknown,22.4549644863,86.9985316705,true
JGR,JASWANTNAGAR,JASWANTNAGAR,Unknown,Unknown,26.872978000000003,78.893731,true
JGWL,JAGJIVAN HALT,JAGJIVAN HALT,Unknown,Unknown,25.547891999999997,84.630119,true
JGX,JARIAGARH,JARIAGARH,Unknown,Unknown,23.0088422742,84.9866928088,true
JHA,JAKHAURA,JAKHAURA,Unknown,Unknown,24.870821,78.400513,true
JHBN,JHAMATPUR BAHARAN,Goai,West Bengal,ER,23.749987,88.098669,true
JHD,Jehanabad,Jahanabad,Bihar,ECR,25.224705,84.989964,true
JHDC,Jehanabad Court,National Highway 83,Bihar,ECR,25.2011434752,84.98415622680001,true
JHG,JHINGURA,JHINGURA,Unknown,Unknown,25.124474674400002,82.6513464526,true
JHIR,JHIR,JHIR,Unknown,Unknown,26.852187381900002,76.1146920331,true
JHL,JAKHAL JN,Jakhal,Haryana,NR,29.8018131127,75.8245009833,true
JHMR,JHIMRI,JHIMRI,Unknown,Unknown,23.082344321900003,86.0297573352,true
JHN,JAKHIM,JAKHIM,Unknown,Unknown,24.8288034748,84.52567784239999,true
JHS,JHANSI JN,JHANSI JN,Unknown,Unknown,25.443585,78.55298499999999,true
JHT,JUNEHTA,State Highway 22,Madhya Pradesh,WCR,22.78247,78.596143,true
JHW,JHALAWAR ROAD,JHALAWAR ROAD,Unknown,Unknown,24.541893,75.919686,true
JI,JHUSI,NH 2,Uttar Pradesh,NER,25.431145,81.91664399999999,true
JIA,JIGNA,JIGNA,Unknown,Unknown,25.157891,82.32555500000001,true
JID,JAGI ROAD,Jagiroad,Assam,NFR,26.126113999999998,92.197461,true
JIL,JALILA ROAD,Botad,Gujarat,WR,22.23946,71.820315,true
JIND,JIND JN,Jind,Haryana,NR,29.328875999999998,76.28961699999999,true
JIT,JIRAT,Jirat,West Bengal,ER,23.098255,88.461461,true
JITE,JITE,JITE,Unknown,Unknown,18.842284,73.119827,true
JJ,JAJAU,JAJAU,Unknown,Unknown,26.934561,77.936725,true
JJA,JAJAN PATTI,State Highway 33,Rajasthan,WCR,27.354893999999998,77.573854,true
JJK,JHINJHAK,JHINJHAK,Unknown,Unknown,26.554994,79.734225,true
JJKR,JAJPUR KEONJHAR ROAD,JAJPUR KEONJHAR ROAD,Unknown,Unknown,20.943544,86.132518,true
JJR,JEJURI,Pune,Maharashtra,CR,18.286557,74.171451,true
JJT,JAI JAI WANTI,Jind,Haryana,NR,29.16948,76.36926500000001,true
JKA,JAKHVADA,JAKHVADA,Unknown,Unknown,23.0872076126,72.1353813153,true
JKDP,JANKIDAIPUR,JANKIDAIPUR,Unknown,Unknown,19.888365,85.81927,true
JKE,JUKEHI,Jukehi,Madhya Pradesh,WCR,23.986873000000003,80.432389,true
JKHI,Jakhod Khera,Jakhodlkhera,Haryana,NWR,29.209394,75.57373,true
JKN,JAKHANIAN,State Highway 67,Uttar Pradesh,NER,25.740942,83.369563,true
JKPR,JAKHAPURA,JAKHAPURA,Unknown,Unknown,20.917821,86.06533999999999,true
JKR,JAULKHERA,JAULKHERA,Unknown,Unknown,21.838466,78.216684,true
JKT,JEKOT,JEKOT,Unknown,Unknown,22.865616,74.15935400000001,true
JL,JALGAON JN,JALGAON JN,Unknown,Unknown,21.018114999999998,75.56287499999999,true
JLD,JARWAL ROAD,JARWAL ROAD,Unknown,Unknown,27.120389,81.540406,true
JLHI,JHILAHI,JHILAHI,Unknown,Unknown,27.072604043299997,82.17287785639999,true
JLL,JALALGANJ,JALALGANJ,Unknown,Unknown,25.612516,82.772465,true
JLN,JAKHALAUN,JAKHALAUN,Unknown,Unknown,24.547359,78.341911,true
JLS,JALESAR ROAD,JALESAR ROAD,Unknown,Unknown,27.44546,78.16993,true
JLW,JHALWARA,JHALWARA,Unknown,Unknown,23.772191,80.473608,true
JM,JALAMB JN,JALAMB JN,Unknown,Unknown,20.813007000000002,76.573236,true
JMG,JAMGA,JAMGA,Unknown,Unknown,21.874971000000002,83.564842,true
JMI,JAMGURI,National Highway 39,Assam,NFR,26.3877071452,93.9604479663,true
JMIR,JAMIRA HALT,JAMIRA HALT,Unknown,Unknown,25.558928076100003,84.70946636229999,true
JMK,JAMUNAMUKH,National Highway 36,Assam,NFR,26.108194,92.741306,true
JMKT,JAMIKUNTA,JAMIKUNTA,Unknown,Unknown,18.290021,79.476918,true
JMP,JAMALPUR JN,JAMALPUR JN,Unknown,Unknown,25.313906,86.492285,true
JMQ,JAMIRGHATA,JAMIRGHATA,Unknown,Unknown,24.916623,88.06775999999999,true
JMT,JAMTARA,JAMTARA,Unknown,Unknown,23.958904,86.805183,true
JMU,JAMUI,JAMUI,Unknown,Unknown,24.971949,86.25477500000001,true
JMX,JAMUNI,JAMUNI,Unknown,Unknown,23.762742,86.193727,true
JNA,JULANA,Julana,Haryana,NR,29.120124,76.396508,true
JNH,JANGHAI JN,JANGHAI JN,Unknown,Unknown,25.549911,82.310962,true
JNL,JANDIALA,JANDIALA,Unknown,Unknown,31.589979,75.05441200000001,true
JNN,Jamuniatand,Jamuniatand,Jharkhand,ECR,23.75454,86.191952,true
JNNA,JAMUNIATANR HALT,JAMUNIATANR HALT,Unknown,Unknown,23.754897530999997,86.1921944211,true
JNP,JAGAN NATHAPUR,JAGAN NATHAPUR,Unknown,Unknown,19.330648607,84.8681439825,true
JNTR,JINTI ROAD,JINTI ROAD,Unknown,Unknown,18.3249544651,74.87741682800001,true
JNU,JAUNPUR JN,Jaunpur,Uttar Pradesh,NR,25.762849,82.69969599999999,true
JNUK,JAUNPUR KUTCHERRY,JAUNPUR KUTCHERRY,Unknown,Unknown,25.725186,82.692607,true
JOB,ASALPUR JOBNER,ASALPUR JOBNER,Unknown,Unknown,26.900084,75.423467,true
JOC,JOYCHANDI PAHAR,Purulia,West Bengal,SER,23.516393,86.68033899999999,true
JOK,Jodhka,Sirsa,Haryana,?,29.493381999999997,75.218369,true
JOM,JOGI MAGRA,JOGI MAGRA,Unknown,Unknown,26.697862,73.818142,true
JON,JONHA,JONHA,Unknown,Unknown,23.3589592105,85.6089136389,true
JOO,KACHEGUDA JAMIA OSMANIA,KACHEGUDA JAMIA OSMANIA,Unknown,Unknown,17.411068999999998,78.517784,true
JOP,JAUNPUR CITY,JAUNPUR CITY,Unknown,Unknown,25.734125,82.666999,true
JOQ,JORAI,JORAI,Unknown,Unknown,26.454875498099998,89.8034610461,true
