station_code,station_name,city,state,zone,latitude,longitude,active
DUU,DUPADU,DUPADU,Unknown,Unknown,15.742888,78.01325899999999,true
DVA,Delvada,Delvada,Gujarat,WR,20.773429,71.041529,true
DVBH,MAKUDAN VIRAPANDI BLOCK HUT,MAKUDAN VIRAPANDI BLOCK HUT,Unknown,Unknown,11.580796,78.037941,true
DVD,DUVVADA,DUVVADA,Unknown,Unknown,17.703843,83.152059,true
DVG,DAVANGERE,Davanagere,Karnataka,SWR,14.467834,75.92229,true
DVGM,DEVGAM,DEVGAM,Unknown,Unknown,23.938342,71.59185599999999,true
DVJ,DILLI DEWAN GANJ,DILLI DEWAN GANJ,Unknown,Unknown,25.432721,87.778612,true
DVL,DEVLALI,DEVLALI,Unknown,Unknown,19.897509,73.83729,true
DVM,DALBHUMGARH,DALBHUMGARH,Unknown,Unknown,22.506293,86.551921,true
DVR,DORAVARI CHATRAM,DORAVARI CHATRAM,Unknown,Unknown,13.814297,79.951308,true
DWA,DAILWARA,DAILWARA,Unknown,Unknown,24.78059,78.392945,true
DWD,DHEKVAD,DHEKVAD,Unknown,Unknown,21.339179,74.13857,true
DWG,DEWANGANJ,DEWANGANJ,Unknown,Unknown,23.429766,77.59286700000001,true
DWI,DINGWAHI,National Highway 76,Uttar Pradesh,NCR,25.416805,80.414159,true
DWNA,DIWANA,DIWANA,Unknown,Unknown,29.318564,76.980194,true
DWO,DOIWALA,Dehradun,Uttarakhand,NR,30.175451000000002,78.12218,true
DWP,DWARAPUDI,DWARAPUDI,Unknown,Unknown,16.927556,81.922661,true
DWR,DHARWAR,Dharwad,Karnataka,SWR,15.440386,75.004552,true
DWT,Dewan Hat,Dewan,West Bengal,NFR,26.3029681,89.6653098,true
DWV,DIWANKHAVATI,Maharashtra,Maharashtra,KR,17.855413000000002,73.418174,true
DXG,DHARANGAON,DHARANGAON,Unknown,Unknown,21.006447,75.286092,true
DXK,DHANA KHERLI,Fatehpur Sikri,Uttar Pradesh,NCR,26.950169,77.53577899999999,true
DXN,DUDDHINAGAR,Sonebhadra,Uttar Pradesh,ECR,24.2090318514,83.21679153630001,true
DXR,DIGSAR,State Highway 17,Gujarat,WR,22.712403000000002,71.499375,true
DY,DUMARIYA,State Highway 1,Rajasthan,WCR,26.864673,77.234121,true
DYD,DARYABAD,DARYABAD,Unknown,Unknown,26.861303,81.550114,true
DYP,Daryapur,National Highway 24B,Uttar Pradesh,NR,26.182799,81.248588,true
DYS,DALAPATHY SAMUDRAM,Dhalapathisamudram,Tamil Nadu,SR,8.430572,77.638091,true
DZA,DASUYA,Dasuya,Punjab,NR,31.80853,75.657932,true
DZP,DARAZPUR,DARAZPUR,Unknown,Unknown,30.152546,77.195721,true
ED,ERODE JN,ERODE JN,Unknown,Unknown,11.327682,77.72593400000001,true
EDA,ITWAN DUNDAILA,ITWAN DUNDAILA,Unknown,Unknown,24.939958728,80.84270550779999,true
EE,ELURU,ELURU,Unknown,Unknown,16.717816,81.11976200000001,true
EGT,EGATTUR HALT,EGATTUR HALT,Unknown,Unknown,13.106198,79.88406,true
EGU,IRANAGALLU,IRANAGALLU,Unknown,Unknown,15.89181357,77.26376539,true
EKC,EKCHARI,EKCHARI,Unknown,Unknown,25.227623048199998,87.2138658521,true
EKI,EKLAKHI,EKLAKHI,Unknown,Unknown,25.167868000000002,88.099492,true
EKL,EKDIL,EKDIL,Unknown,Unknown,26.76628,79.116455,true
EKM,EKAMBARAKUPPAM,EKAMBARAKUPPAM,Unknown,Unknown,13.318603999999999,79.573126,true
EKMA,EKMA,EKMA,Unknown,Unknown,25.967099,84.53637,true
EL,ELAMANUR,NH 67,Tamil Nadu,SR,10.879069,78.57336000000001,true
ELM,ELIMALA,Kannur District,Kerala,SR,12.0686868024,75.2308476031,true
ELR,ELAVUR,ELAVUR,Unknown,Unknown,13.458350999999999,80.11617799999999,true
EN,ISAND,Khodiyar,Gujarat,WR,23.294039,72.484975,true
ENR,ENNORE,ENNORE,Unknown,Unknown,13.218195717099999,80.32212448269999,true
EOC,UDL EAST OUTER CABIN,UDL EAST OUTER CABIN,Unknown,Unknown,23.569452000000002,87.20360799999999,true
EOCM,EOCM,EOCM,Unknown,Unknown,25.315812,83.196038,true
EPR,Mumbai Elphinstone Road,Mumbai,Maharashtra,WR,19.00694,72.835426,true
ERC,ERICH ROAD,ERICH ROAD,Unknown,Unknown,25.820641,79.03502499999999,true
ERL,ERANIEL,Kanyakumari,Tamil Nadu,SR,8.212549,77.308161,true
ERN,ERNAKULAM TOWN,ERNAKULAM TOWN,Unknown,Unknown,9.991582000000001,76.2861,true
ERS,ERNAKULAM JN,ERNAKULAM JN,Unknown,Unknown,9.969541999999999,76.290672,true
ERSC,ERNAKULAM JN. C,ERNAKULAM JN. C,Unknown,Unknown,9.978060000000001,76.28985899999999,true
ERSD,ERNAKULAM D CABIN,ERNAKULAM D CABIN,Unknown,Unknown,9.979712000000001,76.306549,true
ESV,ISIVI,ISIVI,Unknown,Unknown,15.65781,77.22981399999999,true
ET,ITARSI JN,ITARSI JN,Unknown,Unknown,22.608258,77.767128,true
ETB,ITARSI B CABIN,ITARSI B CABIN,Unknown,Unknown,22.591346,77.709215,true
ETK,ETAKKOT,NH 17,Kerala,SR,11.806194999999999,75.44379699999999,true
ETM,ETTUMANUR,ETTUMANUR,Unknown,Unknown,9.676196000000001,76.545152,true
ETMD,ETTIMADAI,ETTIMADAI,Unknown,Unknown,10.898788,76.89715500000001,true
ETR,ELATTUR,Kozhikode district,Kerala,SR,11.346337,75.741119,true
ETUE,ETMADPUR,ETMADPUR,Unknown,Unknown,27.221535999999997,78.197973,true
ETW,ETAWAH,ETAWAH,Unknown,Unknown,26.785970000000002,79.021502,true
EVA,EDAVAI,EDAVAI,Unknown,Unknown,8.762883,76.69747699999999,true
EZP,EZHUPPUNNA,EZHUPPUNNA,Unknown,Unknown,9.820288000000001,76.302391,true
FA,FALNA,Falna,Rajasthan,NWR,25.235808,73.23495299999999,true
FAR,FARAH,FARAH,Unknown,Unknown,27.334474,77.743659,true
FBD,FARRUKHABAD,FARRUKHABAD,Unknown,Unknown,27.38236,79.57173700000001,true
FD,FAIZABAD JN,FAIZABAD JN,Unknown,Unknown,26.768996,82.135574,true
FDB,FARIDABAD,FARIDABAD,Unknown,Unknown,28.411473,77.30734799999999,true
FDK,FARIDKOT,Faridkot,Punjab,NR,30.682857,74.76137999999999,true
FDN,FARIDABAD NEW TOWN,FARIDABAD NEW TOWN,Unknown,Unknown,28.376247999999997,77.30936799999999,true
FGR,FATEHGARH,FATEHGARH,Unknown,Unknown,27.369608,79.62159,true
FGSB,FATEHGARH SAHIB,FATEHGARH SAHIB,Unknown,Unknown,30.650726,76.38812399999999,true
FHT,FARAH TOWN,FARAH TOWN,Unknown,Unknown,27.318183,77.75808599999999,true
FK,FEROK,Feroke,Kerala,SR,11.174972200000001,75.8302845,true
FKG,FURKATING JN,K B Rd,Assam,NFR,26.465652000000002,94.00269200000001,true
FKM,FAKIRAGRAM JN,FAKIRAGRAM JN,Unknown,Unknown,26.365237,90.186189,true
FL,PHULERA JN,PHULERA JN,Unknown,Unknown,26.872814,75.24545599999999,true
FLK,FALAKATA,FALAKATA,Unknown,Unknown,26.5383964616,89.19227488279999,true
FLM,Falimari,Falimari,West Bengal,NFR,26.0707762,89.5868746,true
FLR,PHULESWAR,PHULESWAR,Unknown,Unknown,22.4778756365,88.11604889590001,true
FM,KACHEGUDA FALAKNUMA,KACHEGUDA FALAKNUMA,Unknown,Unknown,17.332197,78.474481,true
FNB,FATEHNAGAR,FATEHNAGAR,Unknown,Unknown,17.4561957266,78.4502575745,true
FOCM,FLYOVER CABIN MUGHALSARAI,FLYOVER CABIN MUGHALSARAI,Unknown,Unknown,25.289358999999997,83.172391,true
FSG,PHURSUNGI,Phursungi,Maharashtra,CR,18.455828999999998,74.026016,true
FSP,FATEH SINGHPURA,State Highway 1,Rajasthan,WCR,26.8216101334,77.1469610779,true
FTD,Fatehabad Chowk Junction,Indore,Madhya Pradesh,WR,23.009106,75.673338,true
FTG,FURSATGANJ,FURSATGANJ,Unknown,Unknown,26.244522,81.41565100000001,true
FTP,FATEHPUR,FATEHPUR,Unknown,Unknown,25.917489,80.801869,true
FTS,FATEHPUR SIKRI,Agra,Uttar Pradesh,NCR,27.093989,77.670597,true
FUT,FATWA,FATWA,Unknown,Unknown,25.50144,85.305488,true
FYZ,FAIZULLAPUR,FAIZULLAPUR,Unknown,Unknown,25.869213,80.893347,true
FZD,FIROZABAD,FIROZABAD,Unknown,Unknown,27.147415,78.386691,true
FZL,FAZALPUR,FAZALPUR,Unknown,Unknown,29.5937410175,78.27795372130001,true
FZR,FIROZPUR CANT,Firozpur,Punjab,NR,30.942486,74.61843900000001,true
GAA,GALAN,GALAN,Unknown,Unknown,20.6095998065,75.27700034419999,true
GADJ,GANDHINAGAR JAIPUR,GANDHINAGAR JAIPUR,Unknown,Unknown,26.873067000000002,75.79827999999999,true
GADM,Ganga Dham,Ganga Dham,Uttar Pradesh,NER,27.20976,81.930509,true
GAE,GAIPURA,GAIPURA,Unknown,Unknown,25.16045,82.38624899999999,true
GAG,GANGAGHAT,GANGAGHAT,Unknown,Unknown,23.3613982411,85.5070501038,true
GAI,GOUCHHARI,GOUCHHARI,Unknown,Unknown,25.438433999999997,86.674696,true
GAJ,GANESHGANJ,GANESHGANJ,Unknown,Unknown,23.895862,79.074633,true
GAL,GHATLA,State Highway 14,Rajasthan,NWR,27.731813000000002,76.628452,true
GALA,GUNADALA,GUNADALA,Unknown,Unknown,16.537426,80.667911,true
GALE,GANKAR,Gankar,West Bengal,ER,24.404804119599998,88.07289439819999,true
GAM,GANJAM,GANJAM,Unknown,Unknown,19.395827,85.046719,true
GANG,GANGAGANJ,GANGAGANJ,Unknown,Unknown,26.291456,81.201419,true
GAO,GAIGAON,GAIGAON,Unknown,Unknown,20.720684,76.890093,true
GAP,GURPA,GURPA,Unknown,Unknown,24.562542,85.29708,true
GAQ,GANJ KHAWAJA,GANJ KHAWAJA,Unknown,Unknown,25.273922000000002,83.18436299999999,true
GAR,GADARWARA,Narsinghpur,Madhya Pradesh,WCR,22.899459,78.79173399999999,true
GAUR,GAUR,GAUR,Unknown,Unknown,26.913411,82.56115799999999,true
GAYA,GAYA JN,GAYA JN,Unknown,Unknown,24.803978,84.999294,true
GB,GAURI BAZAR,GAURI BAZAR,Unknown,Unknown,26.594934000000002,83.667801,true
GBA,GARHBETA,Medinipur,West Bengal,SER,22.844562,87.320972,true
GBB,GUBBI,Gubbi,Karnataka,SWR,13.321429,76.939264,true
GBD,GAURIBIDANUR,GAURIBIDANUR,Unknown,Unknown,13.613081000000001,77.512781,true
GBK,GOPALPUR BALKDA,GOPALPUR BALKDA,Unknown,Unknown,20.432634999999998,85.87790899999999,true
GBQ,GODBHAGA,GODBHAGA,Unknown,Unknown,21.416457,83.856969,true
GBRA,GOBRA,GOBRA,Unknown,Unknown,22.695504,88.279274,true
GBX,GOVINDPUR ROAD,GOVINDPUR ROAD,Unknown,Unknown,23.061857490599998,85.0435794019,true
GC,GHATKOPAR,GHATKOPAR,Unknown,Unknown,19.085984999999997,72.908591,true
GCAB,GCAB,GCAB,Unknown,Unknown,21.204607999999997,81.431558,true
GCT,GHAZIPUR CITY,Ghazipur,Uttar Pradesh,NER,25.583144,83.568045,true
GD,GONDA JN,GONDA JN,Unknown,Unknown,27.154613,81.97815200000001,true
GDA,GODHRA JN,GODHRA JN,Unknown,Unknown,22.776974,73.603672,true
GDBR,GOONDA BIHAR,GOONDA BIHAR,Unknown,Unknown,23.067871,86.08116700000001,true
GDE,GARLADINNE,GARLADINNE,Unknown,Unknown,14.827323999999999,77.592146,true
GDG,GADAG JN,Gadag,Karnataka,SWR,15.437048,75.642481,true
GDGN,GAUDGAON,GAUDGAON,Unknown,Unknown,17.335973000000003,76.530953,true
GDI,GUDGERI,Gudgeri,Karnataka,SWR,15.1249217339,75.3596044824,true
GDK,GONDA KACHAHRI,GONDA KACHAHRI,Unknown,Unknown,27.1402272205,81.93402688110001,true
GDKP,GHUNDANKHAPA,GHUNDANKHAPA,Unknown,Unknown,21.655105000000002,78.42563,true
GDM,GUDMA,GUDMA,Unknown,Unknown,21.416128,80.287678,true
GDP,GUDUPULLI,GUDUPULLI,Unknown,Unknown,12.803672,78.27491,true
GDPT,GUDAPARTI,GUDAPARTI,Unknown,Unknown,17.0281747457,82.13113915769999,true
GDQ,GODAMGURA,GODAMGURA,Unknown,Unknown,17.29025,77.867119,true
GDR,GUDUR JN,GUDUR JN,Unknown,Unknown,14.148227,79.845121,true
GDX,GHOKSADANGA,GHOKSADANGA,Unknown,Unknown,26.4228864281,89.2780105872,true
GDY,GUINDY,GUINDY,Unknown,Unknown,13.007672000000001,80.211922,true
GDYA,GHORADONGRI,GHORADONGRI,Unknown,Unknown,22.126423,78.001987,true
GED,GULEDAGUDDA RD,SH 44,Karnataka,SWR,16.069516,75.69565899999999,true
GEG,Gir Gadhara,Junagadh,Gujarat,WR,20.906347,70.919246,true
GEK,GEGAL AKHRI,Kishangarh,Rajasthan,NWR,26.540366000000002,74.775574,true
GEOR,GUNJARIA,GUNJARIA,Unknown,Unknown,26.218465000000002,88.132222,true
GER,GERATPUR,GERATPUR,Unknown,Unknown,22.917292,72.65515099999999,true
GFAE,GARIFA,GARIFA,Unknown,Unknown,22.908445,88.409935,true
GG,GANDHIGRAM,Ahmedabad,Gujarat,WR,23.02676,72.568831,true
GGA,GHOGA,GHOGA,Unknown,Unknown,25.2103054225,87.16086164,true
GGAR,GANGADHARA,GANGADHARA,Unknown,Unknown,21.141419000000003,73.043566,true
GGB,GARHMUKTESAR BR,GARHMUKTESAR BR,Unknown,Unknown,28.761399945399997,78.1412204187,true
GGC,GANGAPUR CITY,Gangapur,Rajasthan,WCR,26.468979,76.72770799999999,true
GGD,GULLAGUDA,GULLAGUDA,Unknown,Unknown,17.4169638619,78.03277293640001,true
GGJ,GOSHAINGANJ,GOSHAINGANJ,Unknown,Unknown,26.569524,82.384123,true
GGLE,GANGATIKURI,State Highway 6,West Bengal,ER,23.71822,88.087286,true
GGM,GORA GHUMA,GORA GHUMA,Unknown,Unknown,23.038847999999998,72.454405,true
GGN,GURGAON,Gurgaon,Haryana,NR,28.489165,77.010739,true
GGSY,GANGA SAHAI,GANGA SAHAI,Unknown,Unknown,25.269767,86.018783,true
GGT,GHUNGHUTI,GHUNGHUTI,Unknown,Unknown,23.3436391121,81.1862407697,true
GGTA,GHORAGHATA,GHORAGHATA,Unknown,Unknown,22.458315,87.94424,true
GH,GHUGHULI,Ghughli Bazar,Uttar Pradesh,NER,27.0539516142,83.7137745453,true
GHA,GOLEHWALA,Golehwala,Punjab,NR,30.789872,74.70440599999999,true
GHAI,GHATIGAON,Ghatigaon,Madhya Pradesh,WCR,26.054864000000002,77.92678000000001,true
GHD,GARWA ROAD,GARWA ROAD,Unknown,Unknown,24.214419,83.885116,true
GHE,GHEVRA,Ghevra,Delhi NCT,NR,28.691982000000003,76.99853599999999,true
GHG,GHAGGHAR,National Highway 22,Punjab,NR,30.6111449411,76.84804777400001,true
GHGL,GHAGWAL,Vijaypur Jammu,Jammu and Kashmir,NR,32.504286,75.213604,true
GHH,GARHI HARSARU,Gurgaon,Haryana,NR,28.43755,76.929697,true
GHJ,GURSAHAIGANJ,GURSAHAIGANJ,Unknown,Unknown,27.118804,79.732035,true
GHL,GOLHALLI,State Highway 74,Karnataka,SWR,13.148289,77.413983,true
GHLE,GADADHARPUR,GADADHARPUR,Unknown,Unknown,24.013197,87.691891,true
GHN,GHORPARAN,GHORPARAN,Unknown,Unknown,24.741624780800002,86.4985295715,true
GHQ,GARHWA,Garhwa,Jharkhand,ECR,24.1751953,83.8132154,true
GHR,GIDHAUR,GIDHAUR,Unknown,Unknown,24.856169,86.324005,true
GHSR,GHASARA HALT,GHASARA HALT,Unknown,Unknown,26.72284,79.360808,true
GHT,GHAGHARA GHAT,GHAGHARA GHAT,Unknown,Unknown,27.1026834977,81.5033135022,true
GHUM,Ghoom,Darjeeling,West Bengal,NFR,27.008643,88.254223,true
GHX,GARHARA,GARHARA,Unknown,Unknown,25.4409119004,86.0053080969,true
GHY,GUWAHATI,GUWAHATI,Unknown,Unknown,26.182635,91.751851,true
GI,GUDUVANCHERI,GUDUVANCHERI,Unknown,Unknown,12.844886,80.057147,true
GIBP,GHOGHI BARIARPUR,GHOGHI BARIARPUR,Unknown,Unknown,25.2058083716,86.3040822156,true
GII,GIDNI,GIDNI,Unknown,Unknown,22.488471999999998,86.853201,true
GIL,GAISAL,GAISAL,Unknown,Unknown,26.1848261159,88.0895072131,true
GILA,GHIALA,MDR 42,Punjab,NR,32.151615,75.64393899999999,true
GIMB,GANDHIDHAM BG,GANDHIDHAM BG,Unknown,Unknown,23.069086,70.14775399999999,true
GIMC,GANDHIDHAM CABIN,GANDHIDHAM CABIN,Unknown,Unknown,23.095023,70.150716,true
GIS,Garhi Sandra,Dholpur,Rajasthan,NCR,26.668256,77.76513,true
GIT,GHORPURI TRANSH,GHORPURI TRANSH,Unknown,Unknown,18.5259235991,73.8987694873,true
GJ,GANGAJHARI,GANGAJHARI,Unknown,Unknown,21.443153,80.058885,true
GJD,GUJHANDI,GUJHANDI,Unknown,Unknown,24.498121,85.463683,true
GJH,GOLDINGANJ,GOLDINGANJ,Unknown,Unknown,25.754174,84.827254,true
GJL,GAJRAULA JN,GAJRAULA JN,Unknown,Unknown,28.834937999999998,78.250784,true
GJTA,GARUDIJHATIA,GARUDIJHATIA,Unknown,Unknown,20.570067,85.828478,true
GJUT,GANGSAR JAITU,Jaitu,Punjab,NR,30.445082000000003,74.87951100000001,true
GKB,GHATAKA VARANA,GHATAKA VARANA,Unknown,Unknown,25.506883,76.160353,true
GKC,GORAKHPUR CANT,GORAKHPUR CANT,Unknown,Unknown,26.750649,83.416821,true
GKH,GUSKARA,GUSKARA,Unknown,Unknown,23.489998,87.733397,true
GKK,GOKAK ROAD,Belagavi,Karnataka,SWR,16.205164,74.738839,true
GKL,GOKULPUR,Midnapore,West Bengal,SER,22.375923,87.293716,true
GKP,GORAKHPUR JN,GORAKHPUR JN,Unknown,Unknown,26.759311,83.381499,true
GLA,GARLA,Garla,Andhra Pradesh,SCR,17.487076,80.139236,true
GLBA,GOLABAI,GOLABAI,Unknown,Unknown,20.016866,85.555928,true
GLG,GULABHGANJ,GULABHGANJ,Unknown,Unknown,23.684375,77.912351,true
GLI,GALSI,GALSI,Unknown,Unknown,23.358032,87.681236,true
GLMA,GULMA,National Highway 31,West Bengal,NFR,26.802802,88.403784,true
GLNA,GULANA,State Highway 25,Rajasthan,NWR,27.10333,76.564974,true
GLP,GOLLAPROLU,GOLLAPROLU,Unknown,Unknown,17.1516644909,82.290817561,true
GLPT,GOALPARA TOWN,Goalpara Town Rail Station,Assam,NFR,26.126534999999997,90.62065899999999,true
GLTA,GAHLOTA,Kishangarh,Rajasthan,NWR,26.6723715203,74.967556543,true
GLU,GULLIPADU,GULLIPADU,Unknown,Unknown,17.409805,82.63345,true
GLY,GOLLAPALLY,GOLLAPALLY,Unknown,Unknown,16.818903000000002,78.157285,true
GM,GARMADI,GARMADI,Unknown,Unknown,23.72788,71.13394,true
GMAN,GUMANI,GUMANI,Unknown,Unknown,24.798952096399997,87.8052776343,true
GMC,KANPUR GOODS MARSHAL,KANPUR GOODS MARSHAL,Unknown,Unknown,26.452292,80.33955999999999,true
GMD,GURAMKHEDI,Sohagpur,Madhya Pradesh,WCR,22.682206476,78.0778207251,true
GMDN,GIRIMAIDAN,Kharagpur,West Bengal,SER,22.340478,87.306151,true
GMG,GUMGAON,GUMGAON,Unknown,Unknown,20.993595999999997,79.030314,true
GMH,GAMHARIA,GAMHARIA,Unknown,Unknown,22.796889,86.102793,true
GMN,GOREGAON,Mumbai,Maharashtra,WR,19.164447,72.849389,true
GMO,GOMOH JN,GOMOH JN,Unknown,Unknown,23.873106,86.14823,true
GMR,GAHMAR,GAHMAR,Unknown,Unknown,25.488685,83.80443100000001,true
GMS,GARHMUKTESAR,GARHMUKTESAR,Unknown,Unknown,28.781743,78.07350799999999,true
GMU,GAURIYAMAU,GAURIYAMAU,Unknown,Unknown,26.757029,81.79366,true
GMZ,GUMANI HAT,GUMANI HAT,Unknown,Unknown,26.4740709229,89.2392642694,true
GNA,GONEANA,Goniana,Punjab,NR,30.318715,74.90948,true
GNG,GAURIGANJ,GAURIGANJ,Unknown,Unknown,26.20341,81.68672600000001,true
GNGD,GANGADHARPUR,GANGADHARPUR,Unknown,Unknown,19.815673,85.29323500000001,true
GNHI,GANDHI HALT,GANDHI HALT,Unknown,Unknown,25.5720007108,84.961546925,true
GNJ,GUNJI,Belagavi,Karnataka,SWR,15.5431155625,74.47936741759999,true
GNN,GANGINENI,Yerrupalem,Andhra Pradesh,SCR,16.781754,80.498954,true
GNNA,GANGANI,GANGANI,Unknown,Unknown,25.265514,86.593002,true
GNO,GOREGAON ROAD,Raigad,Maharashtra,KR,18.162498,73.30253,true
GNP,GHANPUR,GHANPUR,Unknown,Unknown,17.8506252,79.3768995,true
GNQ,GODHANI,GODHANI,Unknown,Unknown,21.21103,79.068176,true
GNRL,GANGRAUL,GANGRAUL,Unknown,Unknown,28.28297,77.75473000000001,true
GNST,GANDHI SMRITI,GANDHI SMRITI,Unknown,Unknown,20.920848,72.921021,true
GNT,GUNTUR JN,GUNTUR JN,Unknown,Unknown,16.3067,80.4365,true
GNU,GANAUR,GANAUR,Unknown,Unknown,29.130776,77.01074999999999,true
GNVR,GONDWANAVISAPUR,GONDWANAVISAPUR,Unknown,Unknown,19.8826389297,79.3287230096,true
GO,GHOTI,GHOTI,Unknown,Unknown,19.722911,73.63594400000001,true
GOC,PONMALAI GOLDEN ROCK,PONMALAI GOLDEN ROCK,Unknown,Unknown,10.791837,78.709755,true
GOE,GHOGRAPUR,GHOGRAPUR,Unknown,Unknown,26.450741999999998,91.539986,true
GOG,GHORGHAT,GHORGHAT,Unknown,Unknown,25.27073,86.58456,true
GOH,GAROT,GAROT,Unknown,Unknown,24.2790919912,75.68432197690001,true
GOK,GOKARNA ROAD,Uttara Kannada,Karnataka,KR,14.582791,74.36719699999999,true
GOL,GOILKERA,GOILKERA,Unknown,Unknown,22.505290000000002,85.37935200000001,true
GOP,GOP JAM,State Highway 27,Gujarat,WR,22.0539696502,69.90809078,true
GOTN,GOTAN,GOTAN,Unknown,Unknown,26.652200999999998,73.737284,true
GOVR,GOVINDNAGAR,GOVINDNAGAR,Unknown,Unknown,26.864223000000003,82.707468,true
GOY,GOVINDPURI,GOVINDPURI,Unknown,Unknown,26.454423,80.313203,true
GP,RAJ GANGPUR,RAJ GANGPUR,Unknown,Unknown,22.186062000000003,84.58205099999999,true
GPAE,GUPTIPARA,Guptipara Railway Station,West Bengal,ER,23.197355,88.4178,true
GPB,GHATPRABHA,Ghatprabha,Karnataka,SWR,16.240718896,74.7598229541,true
GPC,GHATPINDRAI,Ghatpindra,Madhya Pradesh,WCR,22.952676,79.26630999999999,true
GPD,GUMMIDIPUNDI,GUMMIDIPUNDI,Unknown,Unknown,13.409631,80.123431,true
GPDE,GUDIPUDI,GUDIPUDI,Unknown,Unknown,16.433946000000002,80.205304,true
GPH,GARPOS,GARPOS,Unknown,Unknown,22.134204,84.418434,true
GPPR,GOPALPUR,GOPALPUR,Unknown,Unknown,23.083595579100002,70.1030164429,true
GPR,GHORPURI,Pune,Maharashtra,CR,18.5278209233,73.893448392,true
GPRW,GHORPURI WEST,GHORPURI WEST,Unknown,Unknown,18.531687546900002,73.8917897095,true
GPT,GOPALAPATNAM,GOPALAPATNAM,Unknown,Unknown,17.748818,83.214877,true
GPU,GULAPALYAMU,GULAPALYAMU,Unknown,Unknown,15.087043,77.39921,true
GPW,GHAUNSPUR,GHAUNSPUR,Unknown,Unknown,31.8706261437,75.6375275745,true
GPX,Gautampura Road,Barnagar,Madhya Pradesh,WR,23.2008894,75.68198989999999,true
GQL,GURLA,GURLA,Unknown,Unknown,25.270233,75.88526800000001,true
GQLN,GURLA N,GURLA N,Unknown,Unknown,25.2936031538,75.90029863459999,true
GQLW,GURLA W,GURLA W,Unknown,Unknown,25.2903301845,75.8848308038,true
GR,GULBARGA,GULBARGA,Unknown,Unknown,17.314372,76.82443799999999,true
GRA,GHARAUNDA,GHARAUNDA,Unknown,Unknown,29.541636,76.96575000000001,true
GRAE,GURAP,GURAP,Unknown,Unknown,23.02534,88.112282,true
GRB,GARHDHRUBESWAR,Purulia,West Bengal,SER,23.509341,86.617006,true
GRBH,GAREA BIHAR,GAREA BIHAR,Unknown,Unknown,24.1289485964,85.9155275354,true
GRD,Giridih,Giridih,Jharkhand,ER,24.182255899999998,86.3146452,true
GRE,GOLA ROAD,GOLA ROAD,Unknown,Unknown,23.545551,85.697139,true
GRHM,Gir Hadmatiya,Jambur,Gujarat,WR,20.988488,70.687208,true
GRI,GURIYA,Pali,Rajasthan,NWR,25.998261,73.955291,true
GRL,GORAUL,GORAUL,Unknown,Unknown,25.931048999999998,85.318477,true
GRM,GARHMAU,GARHMAU,Unknown,Unknown,25.506271,78.687944,true
GRMR,Garhi Manikpur,Garhi Manikpur,Uttar Pradesh,NR,25.786329,81.40315299999999,true
GRO,GURRA,Itarsi,Madhya Pradesh,WCR,22.632067,77.86729,true
GRP,GANGPUR,GANGPUR,Unknown,Unknown,23.223525000000002,87.928116,true
GRPA,Garhpura,Begusarai,Bihar,ECR,25.65472,86.209037,true
GRR,GORPHAR,GORPHAR,Unknown,Unknown,25.5854196549,87.67179759090001,true
GRRG,GURLI RAMGARHWA,Ghughli Bazar,Uttar Pradesh,NER,27.185738999999998,83.771432,true
GRRU,GURARU,GURARU,Unknown,Unknown,24.811113,84.791831,true
GRU,GAROPARA,National Highway 31C,West Bengal,NFR,26.6574376742,89.48526169979999,true
GRWD,GHORAWADI,GHORAWADI,Unknown,Unknown,18.720585,73.69698199999999,true
GRX,GAURA,GAURA,Unknown,Unknown,25.749367000000003,82.091774,true
GRY,GORAYA,GORAYA,Unknown,Unknown,31.129722,75.77419300000001,true
GS,GODHANESHWAR,Bagodara Dholka Link Rd,Gujarat,WR,22.68118,72.36834,true
GSA,GUAGACHHA,GUAGACHHA,Unknown,Unknown,26.501588,91.01633199999999,true
GSB,GARNA SAHIB,National Highway 1A,Punjab,NR,31.7805618081,75.65349208250001,true
GSL,GODAPIASAL,Godapiasal,West Bengal,SER,22.530677,87.320806,true
GSO,GHASO,District Jind,Haryana,NR,29.531288,76.14336899999999,true
GSPR,GOSALPUR,Jabalpur,Madhya Pradesh,WCR,23.381806,80.059225,true
GT,GHATKESAR,GHATKESAR,Unknown,Unknown,17.453116,78.678217,true
GTA,GOLANTHRA,GOLANTHRA,Unknown,Unknown,19.219065,84.740668,true
GTE,GOTHAJ,GOTHAJ,Unknown,Unknown,22.759953846400002,72.8013557965,true
GTJT,GETOR JAGATPURA,GETOR JAGATPURA,Unknown,Unknown,26.836925,75.832384,true
GTK,GHUTKU,GHUTKU,Unknown,Unknown,22.16819,82.085321,true
GTL,GUNTAKAL JN,GUNTAKAL JN,Unknown,Unknown,15.17556,77.36661099999999,true
GTM,Ghatampur,Ghatampur,Uttar Pradesh,NCR,26.151304,80.174712,true
GTS,GHATSILA,GHATSILA,Unknown,Unknown,22.58616,86.479768,true
GTST,GAUTAMSTHAN,GAUTAMSTHAN,Unknown,Unknown,25.7868591282,84.6634794519,true
GTW,GATORA,GATORA,Unknown,Unknown,22.053427000000003,82.22767,true
GTX,GOTHANGAM,GOTHANGAM,Unknown,Unknown,21.294043,72.880104,true
GUD,GALUDIH,GALUDIH,Unknown,Unknown,22.648871999999997,86.410494,true
